AS_Sketch_1.jpg
Completeness
Spatial Features , Features in Original Metric map, Features in Generalized Metric map (Excluding Groups) , Drawn Features in Sketch map (Excluding Group), Completeness
Street segments(excluding group alignments),46,42,12,28.57
Landmarks(excluding group alignments),25,25,6,24
No. of group alignments in Streets,0
No. of groups alignments in Landmarks,0
Street segments(including group alignments),46,42,12,28.57142857142857
Landmarks(including group alignments),25,25,6,24
Missing Features,"4,6,7,9,10,11,12,13,15,19,20,21,22,23,24,27,28,29,30,31,36,37,39,40,41,42,45,46,47,49,50,51,52,56,57,58,59,60,61,62,63,64,66,67,72,74,75,76,78"
ExtraFeatures,S10
AverageCompleteness,26.285714285714285
OverallCompleteness,26.865671641791046
   
AS_Sketch_2.jpg
Completeness
Spatial Features , Features in Original Metric map, Features in Generalized Metric map (Excluding Groups) , Drawn Features in Sketch map (Excluding Group), Completeness
Street segments(excluding group alignments),46,39,12,30.77
Landmarks(excluding group alignments),25,22,8,36.36
No. of group alignments in Streets,0
No. of groups alignments in Landmarks,0
Street segments(including group alignments),46,39,12,30.76923076923077
Landmarks(including group alignments),25,22,8,36.36363636363637
Missing Features,"3,4,5,6,7,12,13,17,19,20,21,22,23,24,25,27,28,29,30,31,36,37,38,39,40,41,42,49,50,51,52,55,56,57,58,60,70,72,74,75,76"
ExtraFeatures,S3
AverageCompleteness,33.56643356643357
OverallCompleteness,32.78688524590164
   
AS_Sketch_3.jpg
Completeness
Spatial Features , Features in Original Metric map, Features in Generalized Metric map (Excluding Groups) , Drawn Features in Sketch map (Excluding Group), Completeness
Street segments(excluding group alignments),46,43,20,46.51
Landmarks(excluding group alignments),25,17,7,41.18
No. of group alignments in Streets,0
No. of groups alignments in Landmarks,2
Street segments(including group alignments),46,43,20,46.51162790697674
Landmarks(including group alignments),25,19,9,47.368421052631575
Missing Features,"4,6,7,9,10,11,12,13,15,19,20,21,22,23,24,28,30,31,36,45,46,47,49,57,58,59,60,70,72,74,75,76,78"
ExtraFeatures,
AverageCompleteness,46.94002447980416
