AS_Sketch_4.png
Completeness
Spatial Features , Features in Original Metric map, Features in Generalized Metric map (Excluding Groups) , Drawn Features in Sketch map (Excluding Group), Completeness
Street segments(excluding group alignments),58,39,16,41.03
Landmarks(excluding group alignments),31,27,16,59.26
No. of group alignments in Streets,1
No. of groups alignments in Landmarks,0
Street segments(including group alignments),58,40,17,42.5
Landmarks(including group alignments),31,27,16,59.25925925925925
Missing Features,"8,16,18,21,25,28,30,34,36,37,38,39,40,43,44,45,46,47,48,49,56,126,132,135,139,72,74,80,82,88,92,94,96,102,104,120,140"
ExtraFeatures,
AverageCompleteness,50.879629629629626
OverallCompleteness,49.25373134328358
   
AS_Sketch_5.png
Completeness
Spatial Features , Features in Original Metric map, Features in Generalized Metric map (Excluding Groups) , Drawn Features in Sketch map (Excluding Group), Completeness
Street segments(excluding group alignments),58,42,20,47.62
Landmarks(excluding group alignments),31,29,17,58.62
No. of group alignments in Streets,0
No. of groups alignments in Landmarks,0
Street segments(including group alignments),58,42,20,47.61904761904761
Landmarks(including group alignments),31,29,17,58.620689655172406
Missing Features,"7,8,16,21,28,29,30,33,34,36,37,38,39,43,44,45,48,49,56,129,132,135,68,72,74,80,82,84,86,88,106,108,112,140"
ExtraFeatures,S37
AverageCompleteness,53.11986863711001
OverallCompleteness,52.112676056338024
   
AS_Sketch_1.png
Completeness
Spatial Features , Features in Original Metric map, Features in Generalized Metric map (Excluding Groups) , Drawn Features in Sketch map (Excluding Group), Completeness
Street segments(excluding group alignments),58,46,19,41.3
Landmarks(excluding group alignments),31,30,9,30
No. of group alignments in Streets,0
No. of groups alignments in Landmarks,0
Street segments(including group alignments),58,46,19,41.30434782608695
Landmarks(including group alignments),31,30,9,30
Missing Features,"14,16,21,23,25,28,29,30,31,32,33,34,35,36,37,40,41,42,43,44,45,46,47,48,129,132,135,68,72,74,76,78,80,82,88,90,92,94,96,100,102,104,106,108,110,112,114,140"
ExtraFeatures,
AverageCompleteness,35.65217391304348
OverallCompleteness,36.84210526315789
   
AS_Sketch_9.png
Completeness
Spatial Features , Features in Original Metric map, Features in Generalized Metric map (Excluding Groups) , Drawn Features in Sketch map (Excluding Group), Completeness
Street segments(excluding group alignments),58,42,17,40.48
Landmarks(excluding group alignments),31,28,10,35.71
No. of group alignments in Streets,0
No. of groups alignments in Landmarks,0
Street segments(including group alignments),58,42,17,40.476190476190474
Landmarks(including group alignments),31,28,10,35.714285714285715
Missing Features,"7,8,16,21,25,28,29,30,33,34,36,37,38,39,40,43,44,45,46,47,48,49,129,132,135,72,74,80,82,84,86,88,92,94,96,100,102,104,110,112,116,140"
ExtraFeatures,S28
AverageCompleteness,38.095238095238095
OverallCompleteness,38.57142857142858
   
CM_Sketch_1.png
Completeness
Spatial Features , Features in Original Metric map, Features in Generalized Metric map (Excluding Groups) , Drawn Features in Sketch map (Excluding Group), Completeness
Street segments(excluding group alignments),58,47,19,40.43
Landmarks(excluding group alignments),31,30,9,30
No. of group alignments in Streets,0
No. of groups alignments in Landmarks,0
Street segments(including group alignments),58,47,19,40.42553191489361
Landmarks(including group alignments),31,30,9,30
