AS_Sketch_1.jpg
Completeness
Spatial Features , Features in Original Metric map, Features in Generalized Metric map (Excluding Groups) , Drawn Features in Sketch map (Excluding Group), Completeness
Street segments(excluding group alignments),60,41,12,29.27
Landmarks(excluding group alignments),60,34,10,29.41
No. of group alignments in Streets,0
No. of groups alignments in Landmarks,0
Street segments(including group alignments),60,41,12,29.268292682926827
Landmarks(including group alignments),60,34,10,29.411764705882355
Missing Features,"2,4,5,6,7,8,9,15,20,21,28,29,30,32,33,34,38,43,111,114,119,133,134,135,136,137,138,140,146,47,53,54,55,56,57,58,62,63,64,65,66,67,68,73,74,76,77,78,79,80,81,82,83"
ExtraFeatures,S1
AverageCompleteness,29.34002869440459
OverallCompleteness,29.333333333333332
   
AS_Sketch_3.jpg
Completeness
Spatial Features , Features in Original Metric map, Features in Generalized Metric map (Excluding Groups) , Drawn Features in Sketch map (Excluding Group), Completeness
Street segments(excluding group alignments),60,35,11,31.43
Landmarks(excluding group alignments),60,31,7,22.58
No. of group alignments in Streets,1
No. of groups alignments in Landmarks,0
Street segments(including group alignments),60,36,12,33.33333333333333
Landmarks(including group alignments),60,31,7,22.58064516129032
Missing Features,"2,4,5,6,7,8,9,20,21,28,29,30,32,33,34,38,43,133,134,135,136,137,138,140,47,50,51,57,58,60,61,62,63,64,65,66,67,68,73,74,76,77,78,79,80,81,82,83"
ExtraFeatures,S7,S9
AverageCompleteness,27.956989247311824
OverallCompleteness,28.35820895522388
   
AS_Sketch_2.jpg
Completeness
Spatial Features , Features in Original Metric map, Features in Generalized Metric map (Excluding Groups) , Drawn Features in Sketch map (Excluding Group), Completeness
Street segments(excluding group alignments),60,45,31,68.89
Landmarks(excluding group alignments),60,36,11,30.56
No. of group alignments in Streets,0
No. of groups alignments in Landmarks,0
Street segments(including group alignments),60,45,31,68.88888888888889
Landmarks(including group alignments),60,36,11,30.555555555555557
