Measure Type Key:

GMDA_c - Configural GMDA Measures
BDR_c - Configural BDR parameters
GMDA_i - GMDA Measures (individual landmarks)
BDR_i - BDR parameters (individual landmarks)

Configural GMDA Measures

Measure Type,Filename,Measure,Score
GMDA_c,skm_SketchMap1,Canonical Organization,0,947916666666667
GMDA_c,skm_SketchMap1,SQRT(Canonical Organization),0,973610120462327
GMDA_c,skm_SketchMap1,Canonical Accuracy,0,947916666666667
GMDA_c,skm_SketchMap1,Num Landmarks Missing,0
GMDA_c,skm_SketchMap1,Scaling Bias,0,028093965280736
GMDA_c,skm_SketchMap1,Rotational Bias,-3,60803761321228
GMDA_c,skm_SketchMap1,Distance Accuracy,0.922676991761063
GMDA_c,skm_SketchMap1,Angle Accuracy,0.934918205877936

Configural BDR Parameters

Measure Type,Filename,Measure,Score
BDR_c,skm_SketchMap1,r,0.966002237182374
BDR_c,skm_SketchMap1,alpha 1,-37.2002422005803
BDR_c,skm_SketchMap1,alpha 2,-96.6701695104012
BDR_c,skm_SketchMap1,beta 1,0.782012209091933
BDR_c,skm_SketchMap1,beta 2,0.0729616426236925
BDR_c,skm_SketchMap1,scale,0.785408490190419
BDR_c,skm_SketchMap1,theta,5.3302585016828
BDR_c,skm_SketchMap1,DMax,1685.83753294913
BDR_c,skm_SketchMap1,D,435.845827130477
BDR_c,skm_SketchMap1,DI,25.853370720014

GMDA measures for individual landmarks

Measure Type,Filename,Landmark,Measure,Score
GMDA_i,skm_SketchMap1,25,Canonical Accuracy,0.936631944444444
GMDA_i,skm_SketchMap1,25,Scaling Bias,0.0883976409900604
GMDA_i,skm_SketchMap1,25,Rotational Bias,-0.144514581750274
GMDA_i,skm_SketchMap1,25,Distance Accuracy,0.908613935678511
GMDA_i,skm_SketchMap1,25,Angle Accuracy,0.950347049000245
GMDA_i,skm_SketchMap1,24,Canonical Accuracy,0.958333333333333
GMDA_i,skm_SketchMap1,24,Scaling Bias,0.0546731453566749
GMDA_i,skm_SketchMap1,24,Rotational Bias,-2.76883192013201
GMDA_i,skm_SketchMap1,24,Distance Accuracy,0.938368860868773
GMDA_i,skm_SketchMap1,24,Angle Accuracy,0.931385771223726
GMDA_i,skm_SketchMap1,33,Canonical Accuracy,0.9609375
GMDA_i,skm_SketchMap1,33,Scaling Bias,0.0194670926482757
