Source,Target,Actual(N/S),Actual(E/W),Observed(N/S),Observed(E/W),Actual D,Actual D ratio,Actual Angle,Observed D,Observed D ratio,Observed Angle,O-A Distance Ratio,O-A Angle,ABS(O-A) Distance Ratio, ABS(O-A) Angle
25_5,33_19,S,W,N,W,245.165250392465,0.320725260189245,79.4234134550313,213.084490284957,0.372383091608737,91.6135389328812,0.051657831419492,12.1901254778499,0.051657831419492,12.1901254778499
25_5,33_20,S,W,N,W,242.985596280932,0.31787383597262,82.6702522832413,214.238185205159,0.374399270639803,96.1629888691156,0.056525434667183,13.4927365858743,0.056525434667183,13.4927365858743
25_5,33_21,S,W,N,W,226.134915481887,0.295829769878473,82.120721845035,195.358644548942,0.341405683409156,96.7612385100372,0.045575913530683,14.6405166650022,0.045575913530683,14.6405166650022
25_5,33_22,S,W,N,W,210.297408448131,0.27511113803314,81.523121775539,177.496478838314,0.310190044573799,97.4453248471468,0.035078906540659,15.9222030716078,0.035078906540659,15.9222030716078
25_5,33_23,S,W,N,W,212.812123714792,0.278400889361726,77.7924190855265,176.10224302944,0.307753500082711,91.9525090493996,0.029352610720985,14.1600899638731,0.029352610720985,14.1600899638731
25_5,32_24,S,W,S,W,246.758991730798,0.322810193125674,77.5971168782348,213.037555374633,0.372301068900339,88.9241493792087,0.049490875774665,11.3270325009739,0.049490875774665,11.3270325009739
25_5,32_25,S,W,S,W,257.513106462564,0.336878729510538,78.1228011161218,225.035552746672,0.393268579715125,88.9815156522869,0.056389850204587,10.8587145361651,0.056389850204587,10.8587145361651
25_5,32_26,S,W,S,W,269.267524963557,0.352255863611188,78.6483371768306,237.033752870767,0.414236444856207,89.0330744283557,0.061980581245019,10.3847372515251,0.061980581245019,10.3847372515251
25_5,32_27,S,W,N,W,267.013108292458,0.349306634989857,81.3843518158359,237.134982657557,0.414413352433653,91.9333006949185,0.065106717443796,10.5489488790826,0.065106717443796,10.5489488790826
25_5,32_28,S,W,N,W,265.377090194312,0.347166395582509,84.1605076884826,237.92856070678,0.415800196905568,95.0636168530301,0.068633801323059,10.9031091645475,0.068633801323059,10.9031091645475
25_5,32_29,S,W,N,W,253.442301125917,0.331553300647003,83.8844964337146,225.977875023198,0.394915367250695,95.3321588816596,0.063362066603692,11.447662447945,0.063362066603692,11.447662447945
25_5,32_30,S,W,N,W,242.507731835503,0.317248693549907,83.607626319963,214.032707780844,0.374040181536603,95.6306827576353,0.056791487986696,12.0230564376723,0.056791487986696,12.0230564376723
25_5,32_31,S,W,N,W,244.296950451699,0.319589349924725,80.5762348383163,213.150181796779,0.372497893057833,92.150943127516,0.052908543133108,11.5747082891997,0.052908543133108,11.5747082891997
25_5,31_32,S,W,S,W,268.328157299975,0.351026982528598,79.695153531234,234.002136742381,0.408938440365361,89.7551477319557,0.057911457836763,10.0599942007217,0.057911457836763,10.0599942007217
25_5,31_33,S,W,S,W,285.070166801088,0.372928884795496,80.3063812072492,244.002049171723,0.426414129474761,89.7651825462064,0.053485244679265,9.4588013389572,0.053485244679265,9.4588013389572
25_5,31_34,S,W,S,W,301.841017756037,0.394868517461669,80.8497432219851,255.001960776775,0.445637401358296,89.7753118203755,0.050768883896627,8.92556859839041,0.050768883896627,8.92556859839041
25_5,31_35,S,W,N,W,298.026844428484,0.389878814675781,89.230975317422,255.863244722645,0.447142567586429,94.7078522443722,0.057263752910648,5.47687692695021,0.057263752910648,5.47687692695021
25_5,31_36,N,W,N,W,300.672579394929,0.393339966018177,97.6450132716707,258.600077339509,0.4519254130658,99.5715956537566,0.058585447047623,1.9265823820859,0.058585447047623,1.9265823820859
25_5,31_37,N,W,N,W,283.832697200305,0.371310026661841,98.1015543846634,247.759964481754,0.432981402950563,99.9945835474154,0.061671376288722,1.893029162752,0.061671376288722,1.893029162752
25_5,31_38,N,W,N,W,267.013108292458,0.349306634989857,98.6156481841641,237.918053119136,0.415781834011267,100.412545175595,0.06647519902141,1.7968969914309,0.06647519902141,1.7968969914309
25_5,31_39,S,W,N,W,264.030301291348,0.345404525902236,89.1319485502545,234.940417978687,0.410578165842831,95.1281910418528,0.065173639940595,5.9962424915983,0.065173639940595,5.9962424915983
25_5,28_40,N,W,N,W,343.110769285955,0.448857619816875,108.170914841663,388.294990954043,0.678578196818957,117.95096902789,0.229720577002082,9.78005418622699,0.229720577002082,9.78005418622699
25_5,28_41,N,W,N,W,421.797344704776,0.55179542333594,104.695165302839,426.755199148177,0.745790649551179,115.243999002535,0.193995226215239,10.548833699696,0.193995226215239,10.548833699696
25_5,28_42,N,W,N,W,502.523631285137,0.657401577658998,102.293838206045,466.93040166603,0.816000199291747,112.940793470373,0.158598621632749,10.646955264328,0.158598621632749,10.646955264328
25_5,28_43,N,W,N,W,537.626264239388,0.703322853490533,114.038234059176,478.10145366857,0.835522553432421,115.921907606603,0.132199699941888,1.88367354742699,0.132199699941888,1.88367354742699
25_5,28_44,N,W,N,W,592.150318753608,0.774651239314592,123.985265651484,490.505861330933,0.857200300455249,118.759618533723,0.082549061140657,-5.225647117761,0.082549061140657,5.225647117761
25_5,28_45,N,W,N,W,525.380814267137,0.687303351859705,129.051539049395,452.428999954689,0.790657778570709,121.441572274242,0.103354426711004,-7.60996677515298,0.103354426711004,7.60996677515298
25_5,28_46,N,W,N,W,464.582608370137,0.607767119158947,135.436032522147,416.347210870927,0.727601813531595,124.529785646086,0.119834694372648,-10.906246876061,0.119834694372648,10.906246876061
25_5,28_47,N,W,N,W,392.730187278747,0.513769758550653,123.892382290755,401.659059402374,0.701933031882764,121.355181899441,0.188163273332111,-2.53720039131399,0.188163273332111,2.53720039131399
25_5,30_48,N,W,N,W,452.603579305334,0.592096149445771,110.837558291908,453.476570508334,0.792488496333991,116.734564823055,0.20039234688822,5.897006531147,0.20039234688822,5.897006531147
25_5,30_49,N,W,N,W,481.702190154872,0.630162961609909,109.525806889123,465.123639476645,0.812842730209952,116.014147197859,0.182679768600043,6.488340308736,0.182679768600043,6.488340308736
25_5,30_50,N,W,N,W,511.973632133531,0.669764071838079,108.328780112725,476.84064424082,0.833319182778803,115.329030073278,0.163555110940724,7.00024996055301,0.163555110940724,7.00024996055301
25_5,30_51,N,W,N,W,521.819892300016,0.682644952585786,111.352839594708,481.649249973464,0.841722626251647,116.511851768491,0.159077673665861,5.159012173783,0.159077673665861,5.159012173783
25_5,30_52,N,W,N,W,533.063786051913,0.697354218043857,114.25715038569,487.124214138447,0.851290587202147,117.774974995727,0.15393636915829,3.51782461003701,0.15393636915829,3.51782461003701
25_5,30_53,N,W,N,W,504.060512240346,0.659412125823757,115.751678604593,475.660593280545,0.831256944348144,118.504712541969,0.171844818524387,2.753033937376,0.171844818524387,2.753033937376
25_5,30_54,N,W,N,W,476.329717737619,0.623134691448764,117.37198063218,464.277934000745,0.811364788670025,119.270361244769,0.188230097221261,1.89838061258901,0.188230097221261,1.89838061258901
25_5,30_55,N,W,N,W,463.712195224581,0.606628444399234,114.188308701115,458.530260724415,0.801320245581346,117.962232204374,0.194691801182112,3.773923503259,0.194691801182112,3.773923503259
25_5,29_56,N,W,N,W,430.09882585285,0.562655423670041,131.323775637834,411.316180085345,0.718809663547294,123.999144929879,0.156154239877253,-7.324630707955,0.156154239877253,7.324630707955
25_5,29_57,N,W,N,W,486.498715311767,0.636437777377995,125.715656940825,448.469619929823,0.783738428539453,120.854204505897,0.147300651161458,-4.861452434928,0.147300651161458,4.861452434928
25_5,29_58,N,W,N,W,547.430360867937,0.716148575884218,121.250951016581,486.765857471536,0.850664328747838,118.197118042153,0.13451575286362,-3.053832974428,0.13451575286362,3.053832974428
25_5,29_59,N,W,N,W,583.204938250698,0.762948889635366,126.634113875967,492.549489899238,0.860771713481829,119.42745640319,0.097822823846463,-7.206657472777,0.097822823846463,7.206657472777
25_5,29_60,N,W,N,W,624.173853986211,0.816544438506625,131.427714510553,499.065126010624,0.87215833629849,120.7274866156,0.0556138977918651,-10.700227894953,0.0556138977918651,10.700227894953
25_5,29_61,N,W,N,W,571.484033022796,0.747615597609459,136.276180043667,461.789995560753,0.807016906725274,123.518008645252,0.0594013091158151,-12.758171398415,0.0594013091158151,12.758171398415
25_5,29_62,N,W,N,W,524.307161881277,0.685898799459817,141.971665682592,425.800422733468,0.744122097360314,126.789161513964,0.058223297900497,-15.182504168628,0.058223297900497,15.182504168628
25_5,29_63,N,W,N,W,474.797851722183,0.621130703829844,137.133729133644,418.144711792461,0.730743097767886,125.362461887069,0.109612393938042,-11.771267246575,0.109612393938042,11.771267246575
25_5,27_64,N,W,N,W,384.793451087723,0.503386917687828,144.946987936558,367.009536660834,0.641380072894491,128.806095032849,0.137993155206663,-16.140892903709,0.137993155206663,16.140892903709
25_5,27_65,N,W,N,W,411.643049255055,0.538511570730659,139.927109947649,382.800208986359,0.668975602589289,126.929767822082,0.13046403185863,-12.997342125567,0.13046403185863,12.997342125567
25_5,27_66,N,W,N,W,441.955880150949,0.578166825953799,135.458356458,398.968670449197,0.697231350616923,125.203790082525,0.119064524663124,-10.254566375475,0.119064524663124,10.254566375475
25_5,27_67,N,W,N,W,471.301389770919,0.616556631169605,138.871256231986,407.800196174548,0.712665185565822,126.926097509638,0.096108554396217,-11.945158722348,0.096108554396217,11.945158722348
25_5,27_68,N,W,N,W,502.907546175239,0.657903815242919,141.945155755325,416.984412178681,0.72871537647858,128.573971944504,0.070811561235661,-13.371183810821,0.070811561235661,13.371183810821
25_5,27_69,N,W,N,W,476.488195026907,0.623342011490081,146.20988173838,401.542027688261,0.701728509106566,130.353664508804,0.0783864976164851,-15.856217229576,0.0783864976164851,15.856217229576
25_5,27_70,N,W,N,W,453.494211649939,0.593261274968247,150.834952256258,386.517787430281,0.675472383994611,132.273689006094,0.082211109026364,-18.561263250164,0.082211109026364,18.561263250164
25_5,27_71,N,W,N,W,418.169821962322,0.547049896906099,148.096282200198,376.591290393179,0.658124994465802,130.584792404818,0.111075097559703,-17.51148979538,0.111075097559703,17.51148979538
25_5,26_72,N,E,N,E,167.720004769854,0.219411364712746,-152.671050361992,191.637678967368,0.33490298269554,-164.875992691689,0.115491617982794,-12.204942329697,0.115491617982794,12.204942329697
25_5,26_73,N,E,N,W,149.656272838796,0.19578038473372,-174.632263152844,185.270073136489,0.323775055260383,176.905941941083,0.127994670526663,-8.46179490607301,0.127994670526663,8.46179490607301
25_5,26_74,N,W,N,W,157.165517846632,0.205603981491856,161.449768074072,197.800404448525,0.345672864465632,159.274441134439,0.140068882973776,-2.17532693963301,0.140068882973776,2.17532693963301
25_5,26_75,N,W,N,W,236.349317748116,0.309192254240631,167.786723453561,236.592476634402,0.413465277471234,162.790442479452,0.104273023230603,-4.996280974109,0.104273023230603,4.996280974109
25_5,26_76,N,W,N,W,316.968452688907,0.414658232754003,170.924002400879,276.023549719947,0.482374398362244,165.309263793879,0.067716165608241,-5.61473860699999,0.067716165608241,5.61473860699999
25_5,26_77,N,E,N,W,313.312942598929,0.409876093267041,-177.43895647104,267.18720029223,0.466932133587234,177.855093196268,0.057056040320193,-4.705950332692,0.057056040320193,4.705950332692
25_5,26_78,N,E,N,E,322.332126850551,0.421674993034303,-166.179315257383,271.64130760987,0.474716061225899,-169.393301706779,0.053041068191596,-3.213986449396,0.053041068191596,3.213986449396
25_5,26_79,N,E,N,E,243.495379832965,0.318540734980959,-161.565051177078,231.464900146869,0.404504405742211,-167.524890287791,0.0859636707612521,-5.95983911071301,0.0859636707612521,5.95983911071301
25_6,24_8,S,W,S,W,133.600149700515,0.174775759229444,59.4039905329373,80.9938269252663,0.141543533418691,69.7751405688319,-0.033232225810753,10.3711500358946,0.033232225810753,10.3711500358946
25_6,24_9,S,W,S,W,205.572371684524,0.268929843404372,70.6836471804959,121.276543486364,0.211940973004087,76.6512728867126,-0.056988870400285,5.96762570621671,0.056988870400285,5.96762570621671
25_6,24_10,S,W,S,W,282.311884269862,0.369320498692299,76.0622027917458,163.416645419003,0.285584349945308,80.1341930569156,-0.083736148746991,4.0719902651698,0.083736148746991,4.0719902651698
25_6,24_11,N,W,N,W,280.708033372755,0.367222340427798,102.550946726409,174.771279105006,0.305427528538102,112.897263121547,-0.061794811889696,10.346316395138,0.061794811889696,10.346316395138
25_6,24_12,N,W,N,W,333.430652460148,0.436194087841404,124.738625282766,229.819494386355,0.401628920608443,135.528869097789,-0.034565167232961,10.790243815023,0.034565167232961,10.790243815023
25_6,24_13,N,W,N,W,271.543734967316,0.355233602277383,134.403190548771,202.039600078796,0.353081215831908,144.264523985133,-0.002152386445475,9.861333436362,0.002152386445475,9.861333436362
25_6,24_14,N,W,N,W,222.092323145128,0.290541249270554,148.815025341262,180.75397644312,0.315882795967218,155.136303428248,0.025341546696664,6.32127808698601,0.025341546696664,6.32127808698601
25_6,24_15,N,W,N,W,130.176802849048,0.170297335766505,117.943034423383,101.980390271856,0.178219320242943,131.820169880136,0.00792198447643802,13.877135456753,0.00792198447643802,13.877135456753
25_6,33_16,S,W,S,W,290.841881440758,0.380479443761674,78.4968930067116,202.299283241439,0.353535034027752,86.8830114008798,-0.026944409733922,8.38611839416819,0.026944409733922,8.38611839416819
25_6,33_17,S,W,S,W,306.537110314559,0.401011947271945,79.0932941219417,220.274828339509,0.384948812890868,87.1375947738883,-0.016063134381077,8.0443006519466,0.016063134381077,8.0443006519466
25_6,33_18,S,W,S,W,323.246036325273,0.422870569705957,79.6634458535007,239.253004160867,0.418114773379127,87.3648154175486,-0.00475579632682999,7.70136956404789,0.00475579632682999,7.70136956404789
25_6,33_19,S,W,N,W,321.168180242066,0.420152317703051,81.9455855536183,239.075301944806,0.41780422379143,91.4380857074037,-0.002348093911621,9.4925001537854,0.002348093911621,9.4925001537854
25_6,33_20,S,W,N,W,319.507433403356,0.417979728149266,84.4321553170971,240.104144070859,0.419602212050288,95.4968925057356,0.00162248390102204,11.0647371886385,0.00162248390102204,11.0647371886385
25_6,33_21,S,W,N,W,302.592134729242,0.395851128929967,84.1198374741174,221.199005422719,0.386563890173028,95.9683321975169,-0.00928723875693899,11.8484947233995,0.00928723875693899,11.8484947233995
25_6,33_22,S,W,N,W,286.681007393235,0.375036186981318,83.792232778338,203.305189309078,0.355292939592979,96.4958018454176,-0.019743247388339,12.7035690670796,0.019743247388339,12.7035690670796
25_6,33_23,S,W,N,W,288.53076092507,0.377456035152436,81.0273733851036,202.089089265106,0.353167702352698,91.7013546053261,-0.024288332799738,10.6739812202225,0.024288332799738,10.6739812202225
25_6,32_24,S,W,S,W,322.386414105806,0.421746011639259,80.5376777919744,239.033470459683,0.417731119748353,89.0411643387505,-0.00401489189090604,8.5034865467761,0.00401489189090604,8.5034865467761
25_6,32_25,S,W,S,W,333.241654059033,0.435946840071682,80.8486039823393,251.031870486598,0.438699334236447,89.0869971331846,0.00275249416476503,8.2383931508453,0.00275249416476503,8.2383931508453
25_6,32_26,S,W,S,W,345.094190040922,0.451452331492707,81.1654768344639,263.030416492086,0.459667803834389,89.1286484823216,0.00821547234168196,7.96317164785769,0.00821547234168196,7.96317164785769
25_6,32_27,S,W,N,W,343.3380258579,0.449154916938103,83.3096614999855,263.121644871721,0.459827233110568,91.7423001661426,0.010672316172465,8.4326386661571,0.010672316172465,8.4326386661571
25_6,32_28,S,W,N,W,342.067244851067,0.447492480812234,85.4728289869327,263.837070935833,0.46107750040696,94.565262384417,0.013585019594726,9.0924333974843,0.013585019594726,9.0924333974843
25_6,32_29,S,W,N,W,330.106043567821,0.431844833408681,85.3084284341732,251.876954086713,0.440176188996067,94.7825324844739,0.00833135558738596,9.47410405030071,0.00833135558738596,9.47410405030071
25_6,32_30,S,W,N,W,319.144168049488,0.417504504295353,85.1469036130076,239.920820272022,0.419281838273271,95.0214610422019,0.00177733397791796,9.87455742919431,0.00177733397791796,9.87455742919431
25_6,32_31,S,W,N,W,320.505850180617,0.419285857301549,82.8306370813832,239.1338537305,0.417906547967848,91.9171345699624,-0.00137930933370101,9.0864974885792,0.00137930933370101,9.0864974885792
25_6,31_32,S,W,S,W,344.361728419405,0.450494124961546,81.98754795177,260.001923069811,0.454375256535451,89.7796327038768,0.00388113157390502,7.7920847521068,0.00388113157390502,7.7920847521068
25_6,31_33,S,W,S,W,361.203543725695,0.472526593215192,82.3634277845112,270.001851845501,0.471850974211471,89.7877943795119,-0.00067561900372104,7.42436659500069,0.00067561900372104,7.42436659500069
25_6,31_34,S,W,S,W,378.059519123643,0.494577585705343,82.7058036914591,281.001779353797,0.491074273887263,89.7961012895332,-0.00350331181808,7.0902975980741,0.00350331181808,7.0902975980741
25_6,31_35,S,W,N,W,375.021332726553,0.490603029273915,89.3888681955635,281.783604916965,0.492440579900065,94.273946097597,0.00183755062614999,4.8850779020335,0.00183755062614999,4.8850779020335
25_6,31_36,N,W,N,W,377.127299462662,0.493358055642078,96.0885281541952,284.270997465447,0.49678750785343,98.7001907991549,0.00342945221135199,2.61166264495969,0.00342945221135199,2.61166264495969
25_6,31_37,N,W,N,W,360.227705764007,0.471250001676774,96.3753209748085,273.40263349134,0.477794126533211,99.0488902048818,0.00654412485643702,2.6735692300733,0.00654412485643702,2.6735692300733
25_6,31_38,N,W,N,W,343.3380258579,0.449154916938103,96.6903385000145,263.531781764553,0.460543981870327,99.3908365563935,0.011389064932224,2.70049805637899,0.011389064932224,2.70049805637899
25_6,31_39,S,W,N,W,341.023459603588,0.446127000612477,89.3279395682437,260.846698273143,0.455851572345721,94.617711972494,0.00972457173324398,5.2897724042503,0.00972457173324398,5.2897724042503
25_6,28_40,N,W,N,W,416.962828079434,0.545470907116493,104.869456680649,411.442584086771,0.719030565184855,116.253664136803,0.173559658068362,11.384207456154,0.173559658068362,11.384207456154
25_6,28_41,N,W,N,W,496.662863520115,0.649734519365311,102.441218684438,450.408703290689,0.787127140011793,113.833328283734,0.137392620646482,11.392109599296,0.137392620646482,11.392109599296
25_6,28_42,N,W,N,W,577.990484350737,0.756127339349865,100.668370987246,490.978614605565,0.858026476615421,111.758069268057,0.101899137265556,11.089698280811,0.101899137265556,11.089698280811
25_6,28_43,N,W,N,W,608.756930145358,0.796376013730846,111.084812637106,501.614393732875,0.876613396328813,114.623564786164,0.080237382597967,3.538752149058,0.080237382597967,3.538752149058
25_6,28_44,N,W,N,W,657.407788210636,0.860021082052877,120.231343207173,513.451068749496,0.897298982741802,117.363546927392,0.037277900688925,-2.867796279781,0.037277900688925,2.867796279781
25_6,28_45,N,W,N,W,587.18480906781,0.768155357930912,124.312529067378,474.805223223165,0.829762113138183,119.80475147318,0.061606755207271,-4.50777759419799,0.061606755207271,4.50777759419799
25_6,28_46,N,W,N,W,521.507430436039,0.682236189873848,129.397628659486,438.014839931252,0.765467820046311,122.601614957138,0.0832316301724629,-6.79601370234801,0.0832316301724629,6.79601370234801
25_6,28_47,N,W,N,W,458.661094927398,0.600020593349941,118.520732574601,424.077823046667,0.741111709339499,119.527027671845,0.141091115989558,1.00629509724401,0.141091115989558,1.00629509724401
25_6,30_48,N,W,N,W,525.281829116523,0.687173859453523,107.848558549783,476.84064424082,0.833319182778803,115.329030073278,0.14614532332528,7.48047152349501,0.14614532332528,7.48047152349501
25_6,30_49,N,W,N,W,554.871156215567,0.725882626774641,106.867382582986,488.622553716056,0.853909061796161,114.676863170337,0.12802643502152,7.809480587351,0.12802643502152,7.809480587351
25_6,30_50,N,W,N,W,585.568100224047,0.766040378896419,105.958836149213,500.464783975856,0.874604356464438,114.055482651514,0.108563977568019,8.096646502301,0.108563977568019,8.096646502301
25_6,30_51,N,W,N,W,594.196095577882,0.777327525220544,108.648396721372,505.048512521322,0.882614808114735,115.195085519297,0.105287282894191,6.546688797925,0.105287282894191,6.546688797925
25_6,30_52,N,W,N,W,604.094363489679,0.790276442517559,111.255416433624,510.272476232062,0.891744124633529,116.414405302888,0.10146768211597,5.15898886926399,0.10146768211597,5.15898886926399
25_6,30_53,N,W,N,W,574.388370355807,0.751415052651787,112.412689468634,498.663213000518,0.871455959466366,117.078900893432,0.120040906814579,4.66621142479801,0.120040906814579,4.66621142479801
25_6,30_54,N,W,N,W,545.858040153298,0.714091665414662,113.65341875705,487.124214138447,0.851290587202147,117.774974995727,0.137198921787485,4.121556238677,0.137198921787485,4.121556238677
25_6,30_55,N,W,N,W,534.883164812653,0.699734329929563,110.806791012711,481.649249973464,0.841722626251647,116.511851768491,0.141988296322084,5.70506075578,0.141988296322084,5.70506075578
25_6,29_56,N,W,N,W,490.567018866943,0.641759933410197,125.374751843876,433.115458047851,0.756905737605338,122.07549548282,0.115145804195141,-3.299256361056,0.115145804195141,3.299256361056
25_6,29_57,N,W,N,W,550.853882622243,0.720627228155107,121.035108649003,470.978768098945,0.823075060565029,119.231843519849,0.102447832409922,-1.80326512915401,0.102447832409922,1.80326512915401
25_6,29_58,N,W,N,W,614.557564431518,0.803964405387956,117.524061266385,509.828402504215,0.890968068396603,116.816346844287,0.087003663008647,-0.707714422098007,0.087003663008647,0.707714422098007
25_6,29_59,N,W,N,W,646.628950790173,0.845920203438631,122.559538221743,515.353276888777,0.900623251658987,118.00708828886,0.0547030482203561,-4.55244993288299,0.0547030482203561,4.55244993288299
25_6,29_60,N,W,N,W,683.808452711722,0.894558439927719,127.154782180767,521.584125525308,0.911512184380062,119.267995214893,0.016953744452343,-7.88678696587399,0.016953744452343,7.88678696587399
25_6,29_61,N,W,N,W,627.178602951344,0.820475252078707,131.18592516571,483.679646046844,0.845270914378973,121.817034841459,0.024795662300266,-9.36889032425098,0.024795662300266,9.36889032425098
25_6,29_62,N,W,N,W,574.951302285681,0.75215148038528,135.916090604483,446.893723383983,0.780984416612021,124.792457337229,0.028832936226741,-11.123633267254,0.028832936226741,11.123633267254
25_6,29_63,N,W,N,W,530.192417901275,0.693597893296617,131.023269024922,439.605504970081,0.768247641158965,123.400879927364,0.074649747862348,-7.622389097558,0.074649747862348,7.622389097558
25_6,27_64,N,W,N,W,433.623108240324,0.567265891033966,136.58854594113,387.61320926924,0.677386725908759,126.396878221302,0.110120834874793,-10.191667719828,0.110120834874793,10.191667719828
25_6,27_65,N,W,N,W,464.961288711222,0.608262508904144,132.646703133892,403.886122564269,0.70582501230952,124.713097714648,0.097562503405376,-7.933605419244,0.097562503405376,7.933605419244
25_6,27_66,N,W,N,W,498.992985922648,0.652782786249092,129.143986414571,420.480677320611,0.734825394250849,123.160965869247,0.082042608001757,-5.98302054532401,0.082042608001757,5.98302054532401
25_6,27_67,N,W,N,W,525.160927716448,0.687015696202678,132.530553211055,428.86944400365,0.74948547048651,124.838794028376,0.062469774283832,-7.69175918267901,0.062469774283832,7.69175918267901
25_6,27_68,N,W,N,W,553.701182949793,0.724352067368366,135.658543177564,437.611700026405,0.764763299112305,126.450923179581,0.040411231743939,-9.20761999798302,0.040411231743939,9.20761999798302
25_6,27_69,N,W,N,W,523.239906734951,0.684502615930766,139.184916125118,421.69183060619,0.736941986614249,128.06565109873,0.052439370683483,-11.119265026388,0.052439370683483,11.119265026388
25_6,27_70,N,W,N,W,495.600645681581,0.648344925643949,143.037615300486,406.132983147146,0.709751590396675,129.805571092265,0.061406664752726,-13.232044208221,0.061406664752726,13.232044208221
25_6,27_71,N,W,N,W,463.496494053623,0.60634626405733,139.988671468026,396.697617840087,0.693262494926603,128.141002382929,0.0869162308692729,-11.847669085097,0.0869162308692729,11.847669085097
25_6,26_72,N,F,N,E,149,0.19492184839286,180,186.550261323859,0.326012291928412,-172.608316390047,0.131090443535552,7.39168360995302,0.131090443535552,7.39168360995302
25_6,26_73,N,W,N,W,161.771443709945,0.211629455202174,157.080445167533,188.470156788814,0.329367470936745,168.988169828356,0.117738015734571,11.907724660823,0.117738015734571,11.907724660823
25_6,26_74,N,W,N,W,195.780489324141,0.256120099720269,139.557419019714,208.425046479544,0.364240321165348,152.574347333088,0.108120221445079,13.016928313374,0.108120221445079,13.016928313374
25_6,26_75,N,W,N,W,263.609559765954,0.344854111702065,151.198728573628,245.544293356616,0.429109331067416,156.98524558121,0.084255219365351,5.78651700758201,0.084255219365351,5.78651700758201
25_6,26_76,N,W,N,W,337.783954621885,0.441889079143273,157.915106287261,283.734030387615,0.495849112664425,160.223923397361,0.053960033521152,2.30881711009999,0.053960033521152,2.30881711009999
25_6,26_77,N,W,N,W,319.277308933786,0.417678679243434,168.61967962587,269.416035157524,0.470827210214883,172.321036192631,0.053148530971449,3.70135656676101,0.053148530971449,3.70135656676101
25_6,26_78,N,F,N,E,313,0.409466701657484,180,268.076481624181,0.468486227605335,-174.863621507572,0.059019525947851,5.13637849242798,0.059019525947851,5.13637849242798
25_6,26_79,N,F,N,E,231,0.302194275025172,180,227.270763627881,0.39717479896754,-173.938211211271,0.094980523942368,6.06178878872902,0.094980523942368,6.06178878872902
25_7,24_8,S,W,N,W,115.156415366231,0.150647659983098,87.0133630095248,78.1024967590665,0.136490690460899,103.324531261891,-0.014156969522199,16.3111682523662,0.014156969522199,16.3111682523662
25_7,24_9,S,W,N,W,194.092761328186,0.253912213407813,88.2285302599659,119.364986491014,0.208600366173609,98.6731740478798,-0.045311847234204,10.4446437879139,0.045311847234204,10.4446437879139
25_7,24_10,S,W,N,W,274.065685557313,0.358532818858307,88.7455483773185,162.003086390352,0.283114036500363,96.3792481676131,-0.075418782357944,7.6336997902946,0.075418782357944,7.6336997902946
25_7,24_11,N,W,N,W,300.341472327749,0.392906811645354,114.175555461874,197.273921236437,0.344752790714909,125.30133826229,-0.048154020930445,11.125782800416,0.048154020930445,11.125782800416
25_7,24_12,N,W,N,W,372.263347645185,0.486995032294719,132.604994483128,264.614814400101,0.462436672608162,142.523820438639,-0.024558359686557,9.91882595551101,0.024558359686557,9.91882595551101
25_7,24_13,N,W,N,W,318.025156237679,0.416040612679707,142.409438731638,240.881713710277,0.420961080477926,150.668160421752,0.00492046779821903,8.25872169011399,0.00492046779821903,8.25872169011399
25_7,24_14,N,W,N,W,277,0.362371489965249,155.470452544215,223.329353198365,0.390286852317461,160.104568665234,0.027915362352212,4.63411612101902,0.027915362352212,4.63411612101902
25_7,24_15,N,W,N,W,168.386460263288,0.220283222005711,136.925183708323,137.010948467632,0.23943817077626,146.30993247402,0.019154948770549,9.384748765697,0.019154948770549,9.384748765697
25_7,33_16,N,W,N,W,285.028068793233,0.372873812167947,90.8040984960893,205.009755865422,0.358271813199666,99.8298923346374,-0.014601998968281,9.02579383854811,0.014601998968281,9.02579383854811
25_7,33_17,N,W,N,W,301.026576899781,0.393803065668997,90.7613608915303,222.766694099455,0.389303558157977,99.0394828033551,-0.00449950751101996,8.2781219118248,0.00449950751101996,8.2781219118248
25_7,33_18,N,W,N,W,318.025156237679,0.416040612679707,90.7206636225177,241.549166837727,0.422127511027476,98.3313747563757,0.00608689834776899,7.61071113385799,0.00608689834776899,7.61071113385799
25_7,33_19,N,W,N,W,318.454078322134,0.416601728689898,93.0600690411591,244.5914961727,0.427444237749042,102.27472609526,0.010842509059144,9.2146570541009,0.010842509059144,9.2146570541009
25_7,33_20,N,W,N,W,319.507433403356,0.417979728149266,95.567844682903,248.760929408137,0.434730673455328,106.103583736187,0.016750945306062,10.535739053284,0.016750945306062,10.535739053284
25_7,33_21,N,W,N,W,302.592134729242,0.395851128929967,95.8801625258826,230.566693171412,0.402934713410414,107.413321670214,0.00708358448044699,11.5331591443314,0.00708358448044699,11.5331591443314
25_7,33_22,N,W,N,W,286.681007393235,0.375036186981318,96.207767221662,213.459598050779,0.373038624019079,108.859354242283,-0.00199756296223902,12.651587020621,0.00199756296223902,12.651587020621
25_7,33_23,N,W,N,W,285.506567350035,0.373499784135364,93.4135982747719,208.585713796511,0.36452110083229,104.435974978975,-0.008978683303074,11.0223767042031,0.008978683303074,11.0223767042031
