0,31,204,52,92,False
1,107,268,85,192,False
2,233,285,37,34,False
3,270,292,24,25,False
4,291,295,21,44,False
5,400,478,87,54,False
6,462,500,26,23,False
7,398,526,88,25,False
8,343,526,40,30,False
9,7,481,120,82,False
currentRot = ,0
Max d = ,572,218489739715
