0,24,173,40,49,False
1,91,236,84,227,False
2,195,232,41,35,False
3,233,229,38,43,False
4,266,230,36,65,False
5,352,409,137,128,False
6,444,435,34,33,False
7,372,484,112,42,False
8,276,496,53,43,False
9,9,483,49,50,False
currentRot = ,0
Max d = ,590,52603668255
